match_year,tournament,matches,avg_total_goals,avg_goal_margin,home_win_rate,away_win_rate,draw_rate,neutral_match_rate,fifa_feature_coverage,external_feature_coverage
1943,Copa Chevallier Boutell,2,5.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1943,Friendly,21,3.476,1.286,0.286,0.429,0.286,0.0,0.0,0.667
1944,Friendly,30,4.067,2.333,0.433,0.4,0.167,0.233,0.0,0.333
1945,Copa América,21,4.238,2.81,0.619,0.238,0.143,0.714,0.0,0.81
1945,Copa Chevallier Boutell,4,6.25,2.75,0.75,0.25,0.0,0.0,0.0,1.0
1945,Copa Lipton,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1945,Copa Newton,1,8.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
1945,Copa Roca,3,6.333,2.333,0.667,0.333,0.0,0.0,0.0,1.0
1945,Friendly,33,4.879,2.455,0.667,0.242,0.091,0.0,0.0,0.818
1946,Balkan Cup,2,3.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5
1946,British Home Championship,4,4.0,2.5,0.5,0.25,0.25,0.0,0.0,1.0
1946,CCCF Championship,15,5.733,3.867,0.733,0.2,0.067,0.667,0.0,0.8
1946,Central American and Caribbean Games,19,5.0,2.789,0.895,0.0,0.105,0.684,0.0,0.632
1946,Copa América,15,4.067,2.333,0.6,0.333,0.067,0.667,0.0,0.667
1946,Copa Rio Branco,1,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1946,Friendly,48,4.729,2.563,0.625,0.271,0.104,0.021,0.0,0.667
1946,Muratti Vase,2,5.5,5.5,0.5,0.5,0.0,0.0,0.0,0.0
1947,Balkan Cup,9,4.444,2.667,0.444,0.556,0.0,0.0,0.0,0.556
1947,Bolivarian Games,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1947,British Home Championship,6,2.833,1.167,0.333,0.333,0.333,0.0,0.0,1.0
1947,Copa América,28,3.643,2.357,0.286,0.5,0.214,0.75,0.0,0.571
1947,Copa Rio Branco,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1947,Friendly,71,4.338,2.338,0.563,0.31,0.127,0.056,0.0,0.69
1947,Muratti Vase,1,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1947,NAFC Championship,3,5.333,3.333,0.667,0.333,0.0,0.333,0.0,1.0
1947,Nordic Championship,6,6.0,3.0,0.5,0.333,0.167,0.0,0.0,1.0
1948,Balkan Cup,15,3.0,1.8,0.4,0.333,0.267,0.0,0.0,0.6
1948,Baltic Cup,3,2.0,0.667,0.0,0.667,0.333,0.333,0.0,0.333
1948,British Home Championship,6,3.667,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1948,CCCF Championship,19,4.053,1.632,0.474,0.316,0.211,0.579,0.0,0.316
1948,Central European International Cup,5,5.0,1.4,0.8,0.0,0.2,0.0,0.0,0.4
1948,Copa Rio Branco,2,4.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
1948,Friendly,53,3.509,2.302,0.604,0.208,0.189,0.075,0.0,0.755
1948,Muratti Vase,2,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1948,Nordic Championship,6,3.5,1.5,0.333,0.5,0.167,0.0,0.0,1.0
1948,Soccer Ashes,3,5.667,5.667,0.0,1.0,0.0,0.0,0.0,1.0
1949,Baltic Cup,3,2.333,1.0,1.0,0.0,0.0,0.333,0.0,1.0
1949,British Home Championship,2,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1949,Central European International Cup,6,4.5,2.167,0.667,0.167,0.167,0.0,0.0,0.667
1949,Copa América,29,4.655,3.0,0.517,0.414,0.069,0.724,0.0,0.586
1949,FIFA World Cup qualification,18,5.167,2.722,0.5,0.333,0.167,0.111,0.0,0.5
1949,Friendly,71,3.845,2.07,0.451,0.423,0.127,0.056,0.0,0.69
1949,Muratti Vase,2,6.0,5.0,0.5,0.5,0.0,0.0,0.0,0.0
1949,NAFC Championship,3,3.333,2.667,0.667,0.0,0.333,0.333,0.0,1.0
1949,Nordic Championship,6,4.333,2.0,0.333,0.333,0.333,0.0,0.0,1.0
1950,British Home Championship,4,5.5,3.0,0.5,0.5,0.0,0.0,0.0,1.0
1950,Central European International Cup,2,3.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1950,Copa Chevallier Boutell,2,4.0,2.0,0.5,0.0,0.5,0.0,0.0,1.0
1950,Copa Oswaldo Cruz,2,4.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
1950,Copa Rio Branco,2,6.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
1950,FIFA World Cup,22,4.0,2.273,0.318,0.545,0.136,0.727,0.0,0.455
1950,FIFA World Cup qualification,4,2.75,1.25,0.25,0.25,0.5,0.0,0.0,1.0
1950,Friendly,80,4.5,2.275,0.563,0.3,0.138,0.075,0.0,0.675
1950,Muratti Vase,2,3.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0
1950,Nordic Championship,6,3.5,2.5,0.5,0.5,0.0,0.0,0.0,1.0
1951,Asian Games,4,2.25,1.25,0.75,0.0,0.25,0.5,0.0,1.0
1951,British Home Championship,6,2.667,1.333,0.167,0.667,0.167,0.0,0.0,1.0
1951,CCCF Championship,6,5.0,3.333,0.667,0.167,0.167,0.333,0.0,0.833
1951,Central European International Cup,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1951,Friendly,67,4.418,1.97,0.537,0.254,0.209,0.03,0.0,0.716
1951,Muratti Vase,2,6.5,4.5,1.0,0.0,0.0,0.0,0.0,0.0
1951,Nordic Championship,6,3.5,1.167,0.667,0.167,0.167,0.0,0.0,1.0
1952,British Home Championship,6,3.667,1.333,0.333,0.333,0.333,0.0,0.0,1.0
1952,Central European International Cup,2,4.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1952,Friendly,73,3.904,2.26,0.507,0.315,0.178,0.082,0.0,0.63
1952,Muratti Vase,2,6.5,3.5,0.5,0.5,0.0,0.0,0.0,0.0
1952,Nordic Championship,6,5.833,2.833,0.5,0.5,0.0,0.0,0.0,1.0
1952,Pan American Championship,15,4.6,3.0,0.533,0.4,0.067,0.667,0.0,0.667
1953,British Home Championship,6,4.667,1.333,0.167,0.5,0.333,0.0,0.0,1.0
1953,CCCF Championship,21,3.667,2.048,0.667,0.19,0.143,0.714,0.0,0.524
1953,Central European International Cup,4,3.25,3.25,0.75,0.25,0.0,0.0,0.0,0.25
1953,Copa América,22,3.045,1.591,0.318,0.409,0.273,0.727,0.0,0.682
1953,Copa del Pacífico,2,4.0,3.0,0.5,0.5,0.0,0.0,0.0,1.0
1953,FIFA World Cup qualification,27,3.852,2.37,0.481,0.333,0.185,0.0,0.0,0.667
1953,Friendly,62,4.355,1.839,0.419,0.371,0.21,0.065,0.0,0.677
1953,Muratti Vase,2,3.0,3.0,0.5,0.5,0.0,0.0,0.0,0.0
1953,Nordic Championship,5,3.4,2.2,0.2,0.6,0.2,0.0,0.0,1.0
1954,Asian Games,9,5.556,1.778,0.333,0.444,0.222,1.0,0.0,0.111
1954,British Home Championship,6,3.5,1.167,0.167,0.667,0.167,0.0,0.0,1.0
1954,Copa del Pacífico,2,4.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1954,FIFA World Cup,26,5.385,3.0,0.5,0.423,0.077,0.846,0.0,0.538
1954,FIFA World Cup qualification,20,3.2,2.0,0.4,0.5,0.1,0.05,0.0,0.8
1954,Friendly,76,3.921,1.947,0.447,0.329,0.224,0.066,0.0,0.618
1954,Muratti Vase,2,5.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0
1954,Nordic Championship,6,4.833,2.5,0.333,0.333,0.333,0.0,0.0,1.0
1954,Soccer Ashes,3,4.333,2.333,0.667,0.333,0.0,0.0,0.0,1.0
1955,British Home Championship,6,4.167,2.167,0.833,0.167,0.0,0.0,0.0,1.0
1955,CCCF Championship,18,3.444,2.111,0.722,0.222,0.056,0.722,0.0,0.444
1955,Central European International Cup,10,4.3,1.7,0.4,0.4,0.2,0.0,0.0,0.5
1955,Copa América,15,4.867,2.333,0.467,0.333,0.2,0.667,0.0,0.733
1955,Copa Bernardo O'Higgins,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1955,Copa Oswaldo Cruz,2,4.5,1.5,0.5,0.0,0.5,0.0,0.0,1.0
1955,Friendly,90,3.967,2.233,0.444,0.378,0.178,0.067,0.0,0.689
1955,Muratti Vase,3,1.333,1.333,0.667,0.0,0.333,0.0,0.0,0.0
1955,Nordic Championship,6,3.333,1.0,0.333,0.167,0.5,0.0,0.0,1.0
1956,AFC Asian Cup,2,3.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5
1956,AFC Asian Cup qualification,3,2.333,2.333,0.667,0.333,0.0,0.0,0.0,0.667
1956,Atlantic Cup,3,1.667,1.0,0.333,0.333,0.333,0.0,0.0,1.0
1956,British Home Championship,6,2.5,0.5,0.333,0.0,0.667,0.0,0.0,1.0
1956,Central European International Cup,8,3.875,1.375,0.125,0.5,0.375,0.0,0.0,0.25
1956,Copa América,15,2.533,1.2,0.667,0.133,0.2,0.667,0.0,0.867
1956,Copa Chevallier Boutell,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1956,Copa Oswaldo Cruz,2,4.5,2.5,0.0,1.0,0.0,0.0,0.0,1.0
1956,FIFA World Cup qualification,4,6.5,3.5,1.0,0.0,0.0,0.0,0.0,0.75
1956,Friendly,107,3.776,1.794,0.449,0.383,0.168,0.075,0.0,0.579
1956,Muratti Vase,2,3.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0
1956,Nordic Championship,6,3.5,1.5,0.167,0.5,0.333,0.0,0.0,1.0
1956,Pan American Championship,14,3.286,1.286,0.429,0.214,0.357,0.714,0.0,0.929
1957,African Cup of Nations,1,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
1957,British Home Championship,6,2.667,1.0,0.167,0.333,0.5,0.0,0.0,1.0
1957,CCCF Championship,7,3.0,2.143,0.286,0.571,0.143,0.429,0.0,0.0
1957,Central European International Cup,4,4.0,2.5,0.75,0.0,0.25,0.0,0.0,0.25
1957,Copa América,21,4.81,2.714,0.714,0.238,0.048,0.714,0.0,0.857
1957,Copa Bernardo O'Higgins,2,1.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1957,Copa Lipton,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1957,Copa Newton,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1957,Copa Paz del Chaco,4,4.25,1.25,0.5,0.25,0.25,0.0,0.0,1.0
1957,Copa Roca,2,2.5,1.5,0.5,0.5,0.0,0.0,0.0,1.0
1957,FIFA World Cup qualification,80,3.813,2.363,0.6,0.263,0.138,0.05,0.0,0.75
1957,Friendly,63,3.508,1.635,0.429,0.365,0.206,0.095,0.0,0.651
1957,Merdeka Tournament,10,5.5,2.1,0.5,0.3,0.2,0.7,0.0,0.2
1957,Muratti Vase,2,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1957,Nordic Championship,6,4.5,2.5,0.5,0.333,0.167,0.0,0.0,1.0
1958,Asian Games,22,4.0,2.091,0.5,0.455,0.045,0.909,0.0,0.318
1958,British Home Championship,6,3.833,1.167,0.0,0.333,0.667,0.0,0.0,1.0
1958,Central European International Cup,3,3.333,0.667,0.667,0.0,0.333,0.0,0.0,0.333
1958,Copa Oswaldo Cruz,2,3.0,2.0,0.5,0.0,0.5,0.0,0.0,1.0
1958,FIFA World Cup,35,3.6,1.543,0.429,0.286,0.286,0.829,0.0,0.6
1958,FIFA World Cup qualification,3,2.333,1.667,0.667,0.333,0.0,0.0,0.0,1.0
1958,Friendly,95,3.874,1.6,0.484,0.263,0.253,0.063,0.0,0.684
1958,Merdeka Tournament,6,3.667,1.333,0.667,0.0,0.333,0.667,0.0,0.5
1958,Muratti Vase,2,6.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0
1958,Nordic Championship,6,4.667,2.333,0.167,0.667,0.167,0.0,0.0,1.0
1958,UEFA Euro qualification,4,4.25,2.75,0.75,0.0,0.25,0.0,0.0,1.0
1959,AFC Asian Cup qualification,11,4.273,2.273,0.273,0.545,0.182,0.455,0.0,0.455
1959,African Cup of Nations,3,2.667,2.0,0.667,0.333,0.0,1.0,0.0,0.667
1959,British Home Championship,5,3.0,1.8,0.6,0.2,0.2,0.0,0.0,1.0
1959,Central European International Cup,4,4.75,3.25,0.5,0.25,0.25,0.0,0.0,0.5
1959,Copa América,31,4.065,2.194,0.484,0.323,0.194,0.677,0.0,0.742
1959,Copa Bernardo O'Higgins,2,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
1959,Friendly,86,4.116,1.767,0.535,0.291,0.174,0.14,0.0,0.663
1959,Merdeka Tournament,9,3.778,1.333,0.444,0.222,0.333,0.778,0.0,0.556
1959,Muratti Vase,2,5.5,3.5,0.5,0.5,0.0,0.0,0.0,0.0
1959,Nordic Championship,5,5.6,3.6,0.6,0.4,0.0,0.0,0.0,1.0
1959,Southeast Asian Peninsular Games,7,4.0,2.286,0.714,0.286,0.0,0.429,0.0,0.143
1959,UEFA Euro qualification,15,3.6,2.0,0.6,0.267,0.133,0.0,0.0,0.467
1960,AFC Asian Cup,6,3.167,2.5,1.0,0.0,0.0,0.5,0.0,0.167
1960,Atlantic Cup,6,3.0,2.0,0.833,0.167,0.0,0.0,0.0,1.0
1960,British Home Championship,6,4.833,2.167,0.667,0.167,0.167,0.0,0.0,1.0
1960,CCCF Championship,5,4.0,1.2,0.4,0.2,0.4,0.8,0.0,0.0
1960,Central European International Cup,1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1960,Copa Roca,2,5.5,2.5,0.5,0.5,0.0,0.0,0.0,1.0
1960,FIFA World Cup qualification,21,4.476,2.095,0.429,0.333,0.238,0.0,0.0,0.81
1960,Friendly,98,3.918,2.041,0.551,0.255,0.194,0.112,0.0,0.673
1960,Merdeka Tournament,14,4.5,2.5,0.786,0.0,0.214,0.714,0.0,0.5
1960,Muratti Vase,2,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
1960,Nordic Championship,6,4.0,2.333,0.833,0.167,0.0,0.0,0.0,1.0
1960,Pan American Championship,10,2.7,1.5,0.5,0.3,0.2,0.6,0.0,0.9
1960,UEFA Euro,4,4.25,1.75,0.25,0.75,0.0,0.5,0.0,0.0
1960,UEFA Euro qualification,5,4.0,2.4,0.6,0.4,0.0,0.0,0.0,0.2
1961,African Cup of Nations qualification,6,1.833,0.833,0.333,0.333,0.333,0.0,0.0,1.0
1961,British Home Championship,6,5.167,2.833,0.333,0.333,0.333,0.0,0.0,1.0
1961,CCCF Championship,10,3.0,1.6,0.3,0.6,0.1,0.9,0.0,0.2
1961,Copa Bernardo O'Higgins,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1961,Copa Oswaldo Cruz,2,3.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0
1961,FIFA World Cup qualification,66,3.242,1.818,0.621,0.212,0.167,0.106,0.0,0.727
1961,Friendly,86,3.477,1.942,0.535,0.302,0.163,0.128,0.0,0.674
1961,Merdeka Tournament,12,3.75,1.25,0.5,0.5,0.0,0.667,0.0,0.583
1961,Muratti Vase,2,4.5,1.5,0.5,0.5,0.0,0.0,0.0,0.0
1961,Nordic Championship,6,4.667,3.667,0.667,0.333,0.0,0.0,0.0,1.0
1961,Southeast Asian Peninsular Games,8,2.75,1.5,0.375,0.25,0.375,0.5,0.0,0.25
1961,Vietnam Independence Cup,3,3.333,2.0,0.667,0.333,0.0,0.333,0.0,0.0
1961,Windward Islands Tournament,1,9.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
1962,African Cup of Nations,4,4.5,2.0,1.0,0.0,0.0,0.5,0.0,1.0
1962,Asian Games,16,4.5,3.0,0.688,0.313,0.0,0.813,0.0,0.563
1962,British Home Championship,6,4.167,2.833,0.667,0.333,0.0,0.0,0.0,1.0
1962,Copa Carlos Dittborn,2,1.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1962,Copa Lipton,1,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1962,Copa Oswaldo Cruz,2,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
1962,Copa Paz del Chaco,2,4.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0
1962,FIFA World Cup,32,2.781,1.531,0.5,0.344,0.156,0.813,0.0,0.469
1962,Friendly,124,3.621,1.863,0.524,0.306,0.169,0.032,0.0,0.685
1962,Merdeka Tournament,13,3.692,2.154,0.462,0.231,0.308,0.769,0.0,0.462
1962,Muratti Vase,2,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1962,Nordic Championship,6,4.833,2.833,0.667,0.333,0.0,0.0,0.0,1.0
1962,UEFA Euro qualification,18,3.833,2.167,0.667,0.167,0.167,0.0,0.0,0.778
1962,Vietnam Independence Cup,7,3.571,2.714,0.857,0.143,0.0,0.429,0.0,0.429
1963,AFC Asian Cup qualification,6,5.5,1.833,0.667,0.167,0.167,0.5,0.0,0.5
1963,African Cup of Nations,8,4.125,2.125,0.625,0.125,0.25,0.625,0.0,0.875
1963,African Cup of Nations qualification,4,4.25,2.75,0.75,0.25,0.0,0.0,0.0,0.75
1963,African Friendship Games,21,3.286,1.952,0.857,0.0,0.143,0.81,0.0,0.714
1963,Arab Cup,3,2.0,2.0,0.0,1.0,0.0,0.667,0.0,0.333
1963,British Home Championship,6,4.833,2.5,0.5,0.5,0.0,0.0,0.0,1.0
1963,CONCACAF Championship,22,3.455,2.0,0.409,0.364,0.227,0.682,0.0,0.545
1963,Copa América,21,4.333,1.381,0.524,0.286,0.19,0.714,0.0,0.714
1963,Copa Chevallier Boutell,2,4.5,2.5,0.0,1.0,0.0,0.0,0.0,1.0
1963,Copa Juan Pinto Durán,2,2.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1963,Copa Paz del Chaco,2,4.5,3.5,1.0,0.0,0.0,0.0,0.0,1.0
1963,Copa Roca,2,6.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1963,Friendly,126,3.476,1.937,0.468,0.341,0.19,0.127,0.0,0.635
1963,Merdeka Tournament,15,4.067,1.8,0.333,0.4,0.267,0.667,0.0,0.267
1963,Muratti Vase,2,5.5,4.5,0.5,0.5,0.0,0.0,0.0,0.0
1963,Nordic Championship,6,2.0,1.0,0.167,0.167,0.667,0.0,0.0,1.0
1963,Phillip Seaga Cup,3,3.0,1.0,0.333,0.667,0.0,0.333,0.0,0.333
1963,South Pacific Games,2,6.5,3.5,0.5,0.5,0.0,0.5,0.0,0.0
1963,UEFA Euro qualification,26,2.615,0.846,0.385,0.192,0.423,0.077,0.0,0.692
1964,AFC Asian Cup,6,2.167,1.5,0.667,0.333,0.0,0.5,0.0,0.667
1964,Arab Cup,6,3.167,1.167,0.333,0.333,0.333,0.5,0.0,0.5
1964,British Home Championship,6,4.333,1.0,0.667,0.333,0.0,0.0,0.0,1.0
1964,Copa Carlos Dittborn,2,3.5,2.5,0.5,0.0,0.5,0.0,0.0,1.0
1964,Copa Chevallier Boutell,2,6.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
1964,FIFA World Cup qualification,14,2.786,1.786,0.714,0.214,0.071,0.0,0.0,0.929
1964,Friendly,103,3.699,1.718,0.427,0.359,0.214,0.087,0.0,0.66
1964,Merdeka Tournament,14,2.857,1.714,0.357,0.429,0.214,0.571,0.0,0.286
1964,Muratti Vase,2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1964,Nordic Championship,6,2.5,1.5,0.833,0.0,0.167,0.0,0.0,1.0
1964,UEFA Euro,4,3.25,1.75,0.75,0.25,0.0,0.5,0.0,0.75
1964,UEFA Euro qualification,6,3.5,1.833,0.5,0.333,0.167,0.0,0.0,0.667
1964,Windward Islands Tournament,5,3.4,1.4,0.4,0.0,0.6,0.4,0.0,0.0
1964,Zambian Independence Tournament,3,4.0,1.333,0.333,0.667,0.0,0.333,0.0,1.0
1965,African Cup of Nations,8,3.875,2.375,0.375,0.5,0.125,0.625,0.0,0.625
1965,African Cup of Nations qualification,18,3.167,1.722,0.778,0.222,0.0,0.111,0.0,0.778
1965,All-African Games,20,3.65,2.35,0.7,0.15,0.15,0.75,0.0,0.6
1965,British Home Championship,6,3.667,1.667,0.5,0.167,0.333,0.0,0.0,1.0
1965,CONCACAF Championship,15,3.267,1.933,0.467,0.267,0.267,0.667,0.0,0.467
1965,CONCACAF Championship qualification,3,3.333,2.667,0.667,0.333,0.0,0.333,0.0,0.667
1965,Copa Artigas,2,3.5,2.5,1.0,0.0,0.0,0.0,0.0,0.5
1965,Copa Carlos Dittborn,2,1.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0
1965,Copa Juan Pinto Durán,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1965,Copa del Pacífico,2,3.0,2.0,0.5,0.5,0.0,0.0,0.0,1.0
1965,FIFA World Cup qualification,113,3.133,2.018,0.566,0.274,0.159,0.088,0.0,0.779
1965,Friendly,120,3.05,1.717,0.358,0.358,0.283,0.133,0.0,0.692
1965,Merdeka Tournament,25,3.12,1.12,0.24,0.36,0.4,0.8,0.0,0.2
1965,Muratti Vase,2,7.0,5.0,0.5,0.5,0.0,0.0,0.0,0.0
1965,Nordic Championship,6,3.167,1.167,0.5,0.0,0.5,0.0,0.0,1.0
1965,Southeast Asian Peninsular Games,7,2.857,1.714,0.571,0.286,0.143,0.714,0.0,0.0
1965,Vietnam Independence Cup,2,4.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0
1965,Windward Islands Tournament,4,2.5,1.5,0.75,0.25,0.0,0.5,0.0,0.0
1966,African Cup of Nations qualification,1,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1966,Arab Cup,11,2.909,1.636,0.455,0.364,0.182,0.545,0.0,0.273
1966,Asian Games,25,2.84,1.72,0.44,0.4,0.16,0.84,0.0,0.32
1966,British Home Championship,6,4.167,1.833,0.333,0.5,0.167,0.0,0.0,1.0
1966,Copa América qualification,4,3.75,1.25,0.5,0.0,0.5,0.0,0.0,1.0
1966,Copa Artigas,2,4.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
1966,Copa Bernardo O'Higgins,2,2.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
1966,FIFA World Cup,32,2.781,1.531,0.438,0.406,0.156,0.813,0.0,0.594
1966,Friendly,172,3.297,1.843,0.453,0.337,0.209,0.105,0.0,0.64
1966,GaNEFo,11,5.182,4.273,0.455,0.455,0.091,0.636,0.0,0.091
1966,Merdeka Tournament,27,2.444,1.481,0.481,0.37,0.148,0.815,0.0,0.185
1966,Muratti Vase,3,5.333,4.0,0.667,0.0,0.333,0.0,0.0,0.0
1966,Nordic Championship,6,2.667,1.0,0.5,0.333,0.167,0.0,0.0,1.0
1966,South Pacific Games,3,3.333,3.333,0.667,0.333,0.0,0.333,0.0,0.333
1966,UEFA Euro qualification,17,3.412,1.882,0.647,0.176,0.176,0.0,0.0,0.824
1966,Vietnam Independence Cup,3,4.0,1.333,0.667,0.0,0.333,0.333,0.0,0.333
1966,Windward Islands Tournament,6,5.0,2.0,0.333,0.5,0.167,0.5,0.0,0.167
1967,AFC Asian Cup qualification,14,2.714,2.143,0.714,0.143,0.143,0.714,0.0,0.286
1967,African Cup of Nations qualification,34,2.794,1.441,0.618,0.176,0.206,0.029,0.0,0.765
1967,British Home Championship,6,2.667,1.333,0.5,0.333,0.167,0.0,0.0,1.0
1967,CONCACAF Championship,15,2.333,1.533,0.467,0.4,0.133,0.667,0.0,0.6
1967,CONCACAF Championship qualification,13,3.0,1.0,0.385,0.308,0.308,0.538,0.0,0.385
1967,Copa América,15,3.267,2.067,0.667,0.2,0.133,0.667,0.0,0.8
1967,Copa Rio Branco,3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1967,Friendly,137,3.372,1.562,0.438,0.35,0.212,0.08,0.0,0.745
1967,Merdeka Tournament,29,3.241,1.793,0.379,0.414,0.207,0.793,0.0,0.31
1967,Muratti Vase,2,4.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0
1967,Nordic Championship,5,2.8,2.4,0.4,0.4,0.2,0.0,0.0,1.0
1967,Southeast Asian Peninsular Games,7,3.571,2.429,0.714,0.286,0.0,0.429,0.0,0.143
1967,UEFA Euro qualification,60,3.133,1.867,0.583,0.217,0.2,0.0,0.0,0.717
1967,Vietnam Independence Cup,16,3.875,2.125,0.688,0.313,0.0,0.688,0.0,0.5
1967,Windward Islands Tournament,6,4.5,1.167,0.333,0.5,0.167,0.5,0.0,0.167
1968,AFC Asian Cup,10,3.2,2.0,0.7,0.1,0.2,0.6,0.0,0.2
1968,African Cup of Nations,16,3.25,1.5,0.5,0.438,0.063,0.688,0.0,0.625
1968,African Cup of Nations qualification,2,4.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
1968,British Home Championship,2,2.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0
1968,Copa Artigas,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1968,Copa Carlos Dittborn,2,3.5,2.5,1.0,0.0,0.0,0.0,0.0,1.0
1968,Copa Lipton,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1968,Copa Newton,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1968,Copa Oswaldo Cruz,2,2.5,2.5,0.5,0.5,0.0,0.0,0.0,1.0
1968,Copa Rio Branco,2,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1968,Copa del Pacífico,2,1.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0
1968,FIFA World Cup qualification,51,3.255,2.235,0.647,0.235,0.118,0.02,0.0,0.824
1968,Friendly,141,3.177,1.475,0.44,0.234,0.326,0.064,0.0,0.752
1968,King's Cup,13,3.462,3.154,0.692,0.308,0.0,0.615,0.0,0.308
1968,Merdeka Tournament,31,3.871,1.742,0.516,0.29,0.194,0.774,0.0,0.29
1968,Muratti Vase,2,2.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0
1968,Nordic Championship,6,3.833,2.167,0.5,0.333,0.167,0.0,0.0,1.0
1968,UEFA Euro,5,1.4,1.0,0.4,0.2,0.4,0.4,0.0,0.4
1968,UEFA Euro qualification,9,3.0,1.667,0.778,0.111,0.111,0.0,0.0,0.778
1968,Windward Islands Tournament,3,4.667,2.667,0.333,0.333,0.333,0.667,0.0,0.0
1969,African Cup of Nations qualification,20,3.35,2.05,0.55,0.15,0.3,0.0,0.0,0.75
1969,British Home Championship,6,3.667,1.333,0.333,0.333,0.333,0.0,0.0,1.0
1969,CONCACAF Championship,15,2.867,1.667,0.533,0.2,0.267,0.667,0.0,0.467
1969,CONCACAF Championship qualification,4,2.75,1.25,0.75,0.0,0.25,0.0,0.0,1.0
1969,FIFA World Cup qualification,118,3.085,1.797,0.534,0.22,0.246,0.102,0.0,0.805
1969,Friendly,141,3.184,1.794,0.539,0.22,0.241,0.057,0.0,0.787
1969,King's Cup,16,3.438,1.688,0.438,0.313,0.25,0.813,0.0,0.188
1969,Merdeka Tournament,19,4.421,2.842,0.842,0.158,0.0,0.789,0.0,0.263
1969,Muratti Vase,2,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1969,Nordic Championship,6,4.0,2.0,0.667,0.167,0.167,0.0,0.0,1.0
1969,South Pacific Games,16,4.75,2.875,0.5,0.313,0.188,0.625,0.0,0.375
1969,Southeast Asian Peninsular Games,7,2.571,1.714,0.571,0.143,0.286,0.571,0.0,0.0
